InvoiceID,InvoiceNumber,CustomerName,Dates,EmployeeName,Title,GenreName,RegionName,Quantity,Price,Total
133,136486,AV Supplies,8/2/2013,"Newhart,Anna",Berlin Alexanderplatz,Drama,Middle,2,9.01,18.01
768,136698,AV Supplies,8/3/2013,"Newhart,Anna",Berlin Alexanderplatz,Drama,Middle,4,10.2,40.78
1483,136960,AV Supplies,8/4/2013,"Ashe,Lucille",Berlin Alexanderplatz,Drama,Middle,11,8.83,97.18
1267,136882,AV Supplies,8/5/2013,"Jennings,John",Berlin Alexanderplatz,Drama,North,23,7.82,179.75
2021,137138,Magic Lantern Classic Film Rental,8/6/2013,"Streep,Margaret",Berlin Alexanderplatz,Drama,South,1,9.51,9.51
2092,137165,Magic Lantern Classic Film Rental,8/7/2013,"Streep,Margaret",Berlin Alexanderplatz,Drama,South,23,10.36,238.37
630,136650,Magic Lantern Classic Film Rental,8/8/2013,"Hicks,Michael",Berlin Alexanderplatz,Drama,North,10,9.35,93.45
1651,137014,Cheapo Cheap DVD's Ltd,8/9/2013,"Richards,Andy",Berlin Alexanderplatz,Drama,South,14,10.87,152.23
510,136613,Cheapo Cheap DVD's Ltd,8/10/2013,"Simpson,Howard",Berlin Alexanderplatz,Drama,North,22,7.99,175.68
1840,137080,Addison-Freelander Screen Agency,8/11/2013,"Lee,Frank",Berlin Alexanderplatz,Drama,South,17,9.68,164.63
1122,136829,Addison-Freelander Screen Agency,8/12/2013,"Davis,Charles",Berlin Alexanderplatz,Drama,Middle,13,10.7,139.15
174,136500,Addison-Freelander Screen Agency,8/13/2013,"Jennings,John",Berlin Alexanderplatz,Drama,North,8,8.84,70.68
4,136438,Silver Screen Video,8/14/2013,"Lee,Frank",Gone With The Wind,Drama,South,14,7.69,107.72
1770,137054,Silver Screen Video,8/15/2013,"Diamond,Elizabeth",Gone With The Wind,Drama,Middle,19,8.95,170.12
172,136499,Classic Films,8/16/2013,"Bell,Stephen",Gone With The Wind,Drama,South,7,6.58,46.03
1107,136826,Classic Films,8/17/2013,"Simpson,Howard",Gone With The Wind,Drama,North,6,9.09,54.56
773,136700,Classic Films,8/18/2013,"Hawking,Alfred",Gone With The Wind,Drama,North,12,8.67,104.09
1373,136921,Box Office Supplies,8/19/2013,"Streep,Margaret",Gone With The Wind,Drama,South,10,8.67,86.74
1776,137056,Box Office Supplies,8/20/2013,"Streep,Margaret",Gone With The Wind,Drama,South,15,6.72,100.73
207,136511,Box Office Supplies,8/21/2013,"Putin,Julia",Gone With The Wind,Drama,North,13,8.81,114.58
1749,137045,Box Office Supplies,8/22/2013,"Simpson,Howard",Gone With The Wind,Drama,North,13,7.97,103.67
1850,137082,Box Office Supplies,8/23/2013,"Hawking,Alfred",Gone With The Wind,Drama,North,10,7.97,79.74
74,136464,Soft Focus Video Rental,8/24/2013,"Lee,Frank",Gone With The Wind,Drama,South,10,8.81,88.14
809,136712,Soft Focus Video Rental,8/25/2013,"Streep,Margaret",Gone With The Wind,Drama,South,15,7.55,113.32
1792,137059,Soft Focus Video Rental,8/26/2013,"Jennings,John",Gone With The Wind,Drama,North,13,9.09,118.22
82,136468,Soft Focus Video Rental,8/27/2013,"Hawking,Alfred",Gone With The Wind,Drama,North,20,8.53,170.68
957,136774,Lights-Camera-Action Ltd,8/28/2013,"Lee,Frank",Gone With The Wind,Drama,South,23,6.86,157.67
2113,137171,Lights-Camera-Action Ltd,8/29/2013,"Bradshaw,John",Gone With The Wind,Drama,South,17,7.55,128.43
1697,137029,Lights-Camera-Action Ltd,8/30/2013,"Streep,Margaret",Gone With The Wind,Drama,South,18,7.69,138.5
2110,137170,Lights-Camera-Action Ltd,8/31/2013,"Manning,Marilyn",Gone With The Wind,Drama,Middle,5,6.86,34.28
1644,137012,Lights-Camera-Action Ltd,9/1/2013,"Simpson,Howard",Gone With The Wind,Drama,North,22,7.41,163.12
884,136744,Lights-Camera-Action Ltd,9/2/2013,"Goodman,Paul",Gone With The Wind,Drama,North,25,8.95,223.84
457,136592,Creative Films,9/3/2013,"Lee,Frank",Gone With The Wind,Drama,South,1,6.3,6.3
1597,136994,Video Flicks International,9/4/2013,"Davis,Charles",Gone With The Wind,Drama,Middle,4,7.7,30.78
741,136691,Cinefocus DVD,9/5/2013,"Richards,Andy",Gone With The Wind,Drama,South,6,6.72,40.29
1628,137005,Cinefocus DVD,9/6/2013,"Simpson,Meryl",Gone With The Wind,Drama,South,5,6.86,34.28
278,136535,Cinefocus DVD,9/7/2013,"Streep,Margaret",Gone With The Wind,Drama,South,1,7.97,7.97
1265,136881,Cinefocus DVD,9/8/2013,"West,Chuck",Gone With The Wind,Drama,Middle,10,6.3,62.95
2074,137160,Cinefocus DVD,9/9/2013,"Manning,Marilyn",Gone With The Wind,Drama,Middle,14,7.14,99.89
526,136618,AV Supplies,9/10/2013,"Manning,Marilyn",Gone With The Wind,Drama,Middle,3,8.81,26.44
2063,137155,AV Supplies,9/11/2013,"Jennings,John",Gone With The Wind,Drama,North,20,9.09,181.87
1247,136877,Magic Lantern Classic Film Rental,9/12/2013,"Bradshaw,John",Gone With The Wind,Drama,South,22,6.99,153.89
2070,137158,Magic Lantern Classic Film Rental,9/13/2013,"Manning,Marilyn",Gone With The Wind,Drama,Middle,3,7.13,21.4
1260,136880,Magic Lantern Classic Film Rental,9/14/2013,"Silverstone,Gloria",Gone With The Wind,Drama,Middle,3,8.11,24.34
407,136577,Magic Lantern Classic Film Rental,9/15/2013,"Simpson,Howard",Gone With The Wind,Drama,North,18,7.83,141.02
503,136610,Magic Lantern Classic Film Rental,9/16/2013,"Simpson,Howard",Gone With The Wind,Drama,North,1,8.95,8.95
451,136591,Cheapo Cheap DVD's Ltd,9/17/2013,"Ashe,Lucille",Gone With The Wind,Drama,Middle,25,7.97,199.36
655,136661,Cheapo Cheap DVD's Ltd,9/18/2013,"Ashe,Lucille",Gone With The Wind,Drama,Middle,21,7.55,158.65
551,136624,Addison-Freelander Screen Agency,9/19/2013,"Bell,Stephen",Gone With The Wind,Drama,South,11,9.09,100.03
837,136725,Addison-Freelander Screen Agency,9/20/2013,"Simpson,Meryl",Gone With The Wind,Drama,South,21,8.67,182.15
796,136709,Addison-Freelander Screen Agency,9/21/2013,"Newhart,Anna",Gone With The Wind,Drama,Middle,1,8.81,8.81
915,136756,Addison-Freelander Screen Agency,9/22/2013,"Manning,Marilyn",Gone With The Wind,Drama,Middle,20,7,139.9
1475,136958,Addison-Freelander Screen Agency,9/23/2013,"Manning,Marilyn",Gone With The Wind,Drama,Middle,7,7.69,53.86
1354,136913,Addison-Freelander Screen Agency,9/24/2013,"Goodman,Paul",Gone With The Wind,Drama,North,24,7.14,171.24
939,136768,Silver Screen Video,9/25/2013,"Lee,Frank",Mouchette,Drama,South,18,7.43,133.81
786,136705,Silver Screen Video,9/26/2013,"Streep,Margaret",Mouchette,Drama,South,7,5.4,37.77
887,136745,Silver Screen Video,9/27/2013,"Streep,Margaret",Mouchette,Drama,South,18,5.64,101.44
471,136599,Silver Screen Video,9/28/2013,"Anderson,Jane",Mouchette,Drama,South,9,6.59,59.35
1302,136895,Classic Films,9/29/2013,"Hawking,Alfred",Mouchette,Drama,North,23,6.71,154.43
924,136760,Classic Films,9/30/2013,"Goodman,Paul",Mouchette,Drama,North,7,7.79,54.55
1374,136921,Box Office Supplies,10/1/2013,"Streep,Margaret",Mouchette,Drama,South,23,7.19,165.46
2085,137163,Box Office Supplies,10/2/2013,"Ashe,Lucille",Mouchette,Drama,Middle,20,6.24,124.7
1249,136878,Box Office Supplies,10/3/2013,"Simpson,Howard",Mouchette,Drama,North,3,5.52,16.55
1083,136819,Box Office Supplies,10/4/2013,"Goodman,Paul",Mouchette,Drama,North,1,7.55,7.55
771,136699,Soft Focus Video Rental,10/5/2013,"Hicks,Michael",Mouchette,Drama,North,20,5.64,112.71
721,136684,Lights-Camera-Action Ltd,10/6/2013,"Silverstone,Gloria",Mouchette,Drama,Middle,3,6.59,19.78
856,136732,Creative Films,10/7/2013,"Bell,Stephen",Mouchette,Drama,South,19,5.64,107.07
1487,136961,Creative Films,10/8/2013,"Diamond,Elizabeth",Mouchette,Drama,Middle,14,7.43,104.07
1782,137057,Creative Films,10/9/2013,"West,Chuck",Mouchette,Drama,Middle,8,6.24,49.88
376,136570,Creative Films,10/10/2013,"Sagan,Jessica",Mouchette,Drama,Middle,23,6.35,146.16
1456,136949,Creative Films,10/11/2013,"Jennings,John",Mouchette,Drama,North,11,6.11,67.26
1957,137115,Video Flicks International,10/12/2013,"Simpson,Howard",Mouchette,Drama,North,17,5.52,93.76
5,136439,Cinefocus DVD,10/13/2013,"Diamond,Elizabeth",Mouchette,Drama,Middle,5,6.35,31.77
1385,136924,Cinefocus DVD,10/14/2013,"Manning,Marilyn",Mouchette,Drama,Middle,13,7.67,99.76
1164,136846,AV Supplies,10/15/2013,"Lee,Frank",Mouchette,Drama,South,24,7.67,184.17
767,136698,AV Supplies,10/16/2013,"Newhart,Anna",Mouchette,Drama,Middle,14,7.55,105.75
678,136670,AV Supplies,10/17/2013,"Hicks,Michael",Mouchette,Drama,North,15,5.4,80.93
860,136735,Magic Lantern Classic Film Rental,10/18/2013,"Lee,Frank",Mouchette,Drama,South,15,6.83,102.51
1641,137009,Magic Lantern Classic Film Rental,10/19/2013,"Lee,Frank",Mouchette,Drama,South,2,6.36,12.71
1855,137084,Magic Lantern Classic Film Rental,10/20/2013,"Lee,Frank",Mouchette,Drama,South,10,7.31,73.14
752,136694,Magic Lantern Classic Film Rental,10/21/2013,"Bradshaw,John",Mouchette,Drama,South,13,7.19,93.52
1363,136916,Magic Lantern Classic Film Rental,10/22/2013,"Streep,Margaret",Mouchette,Drama,South,5,7.19,35.97
735,136689,Magic Lantern Classic Film Rental,10/23/2013,"Diamond,Elizabeth",Mouchette,Drama,Middle,23,6.11,140.64
1095,136823,Magic Lantern Classic Film Rental,10/24/2013,"Manning,Marilyn",Mouchette,Drama,Middle,2,5.64,11.27
1224,136868,Cheapo Cheap DVD's Ltd,10/25/2013,"Lee,Frank",Mouchette,Drama,South,2,6.12,12.23
1170,136848,Cheapo Cheap DVD's Ltd,10/26/2013,"Bradshaw,John",Mouchette,Drama,South,25,5.76,143.88
1472,136956,Cheapo Cheap DVD's Ltd,10/27/2013,"Ashe,Lucille",Mouchette,Drama,Middle,15,7.19,107.91
1125,136830,Cheapo Cheap DVD's Ltd,10/28/2013,"West,Chuck",Mouchette,Drama,Middle,22,6.59,145.08
460,136593,Cheapo Cheap DVD's Ltd,10/29/2013,"Silverstone,Gloria",Mouchette,Drama,Middle,3,7.55,22.66
1496,136964,Cheapo Cheap DVD's Ltd,10/30/2013,"Putin,Julia",Mouchette,Drama,North,13,6.71,87.29
34,136449,Cheapo Cheap DVD's Ltd,10/31/2013,"Hawking,Alfred",Mouchette,Drama,North,20,7.55,151.07
1787,137058,Addison-Freelander Screen Agency,11/1/2013,"Bradshaw,John",Mouchette,Drama,South,23,5.99,137.88
1167,136847,Addison-Freelander Screen Agency,11/2/2013,"Ashe,Lucille",Mouchette,Drama,Middle,3,7.67,23.02
611,136644,Silver Screen Video,11/3/2013,"Bell,Stephen",Day for Night,Drama,South,22,9.29,204.46
517,136616,Silver Screen Video,11/4/2013,"Jennings,John",Day for Night,Drama,North,9,9.14,82.3
1577,136988,Silver Screen Video,11/5/2013,"Goodman,Paul",Day for Night,Drama,North,4,9.44,37.77
1372,136921,Box Office Supplies,11/6/2013,"Streep,Margaret",Day for Night,Drama,South,14,7.34,102.83
108,136476,Box Office Supplies,11/7/2013,"Anderson,Jane",Day for Night,Drama,South,7,8.24,57.71
587,136636,Box Office Supplies,11/8/2013,"Ashe,Lucille",Day for Night,Drama,Middle,1,6.9,6.9
1847,137082,Box Office Supplies,11/9/2013,"Hawking,Alfred",Day for Night,Drama,North,13,6.9,89.64
1695,137028,Soft Focus Video Rental,11/10/2013,"Silverstone,Gloria",Day for Night,Drama,Middle,13,7.64,99.38
958,136774,Lights-Camera-Action Ltd,11/11/2013,"Lee,Frank",Day for Night,Drama,South,6,6.9,41.37
2114,137171,Lights-Camera-Action Ltd,11/12/2013,"Bradshaw,John",Day for Night,Drama,South,2,6.74,13.49
298,136541,Lights-Camera-Action Ltd,11/13/2013,"Diamond,Elizabeth",Day for Night,Drama,Middle,16,6.9,110.33
1176,136851,Lights-Camera-Action Ltd,11/14/2013,"Silverstone,Gloria",Day for Night,Drama,Middle,21,6.75,141.66
1206,136860,Creative Films,11/15/2013,"Streep,Margaret",Day for Night,Drama,South,24,6.9,165.49
893,136747,Creative Films,11/16/2013,"Newhart,Anna",Day for Night,Drama,Middle,2,6.74,13.49
100,136474,Creative Films,11/17/2013,"Armstrong,Dan",Day for Night,Drama,North,24,9.14,219.45
202,136508,Video Flicks International,11/18/2013,"Anderson,Jane",Day for Night,Drama,South,11,8.84,97.29
850,136729,Video Flicks International,11/19/2013,"Silverstone,Gloria",Day for Night,Drama,Middle,6,7.8,46.77
569,136629,Cinefocus DVD,11/20/2013,"Lee,Frank",Day for Night,Drama,South,16,9.14,146.3
1739,137041,Cinefocus DVD,11/21/2013,"Anderson,Jane",Day for Night,Drama,South,24,7.05,169.09
161,136494,Cinefocus DVD,11/22/2013,"Simpson,Howard",Day for Night,Drama,North,5,8.99,44.97
2077,137161,Cinefocus DVD,11/23/2013,"Hawking,Alfred",Day for Night,Drama,North,15,8.09,121.42
826,136716,Cinefocus DVD,11/24/2013,"Goodman,Paul",Day for Night,Drama,North,14,7.64,107.03
1234,136871,AV Supplies,11/25/2013,"Manning,Marilyn",Day for Night,Drama,Middle,14,7.2,100.73
1245,136876,Magic Lantern Classic Film Rental,11/26/2013,"Silverstone,Gloria",Day for Night,Drama,Middle,6,9.59,57.56
1921,137102,Magic Lantern Classic Film Rental,11/27/2013,"Hawking,Alfred",Day for Night,Drama,North,19,7.05,133.86
1603,136996,Cheapo Cheap DVD's Ltd,11/28/2013,"Spears,Julie",Day for Night,Drama,South,13,8.84,114.97
522,136617,Cheapo Cheap DVD's Ltd,11/29/2013,"Diamond,Elizabeth",Day for Night,Drama,Middle,19,7.94,150.95
461,136593,Cheapo Cheap DVD's Ltd,11/30/2013,"Silverstone,Gloria",Day for Night,Drama,Middle,7,8.99,62.96
1179,136852,Addison-Freelander Screen Agency,12/1/2013,"Putin,Julia",Day for Night,Drama,North,7,8.69,60.86
1874,137089,Addison-Freelander Screen Agency,12/2/2013,"Jennings,John",Day for Night,Drama,North,6,6.74,40.47
951,136772,Addison-Freelander Screen Agency,12/3/2013,"Hawking,Alfred",Day for Night,Drama,North,5,8.09,40.47
1530,136972,Addison-Freelander Screen Agency,12/4/2013,"Hawking,Alfred",Day for Night,Drama,North,6,9.59,57.56
350,136561,Addison-Freelander Screen Agency,12/5/2013,"Hicks,Michael",Day for Night,Drama,North,14,8.09,113.32
612,136644,Silver Screen Video,12/6/2013,"Bell,Stephen",It's A Wonderful Life,Drama,South,14,7.7,107.8
2053,137151,Silver Screen Video,12/7/2013,"Anderson,Jane",It's A Wonderful Life,Drama,South,24,8.54,204.96
2098,137167,Silver Screen Video,12/8/2013,"Newhart,Anna",It's A Wonderful Life,Drama,Middle,11,8.68,95.48
1854,137083,Silver Screen Video,12/9/2013,"Manning,Marilyn",It's A Wonderful Life,Drama,Middle,1,8.82,8.82
1576,136988,Silver Screen Video,12/10/2013,"Goodman,Paul",It's A Wonderful Life,Drama,North,21,7.42,155.82
2126,137176,Classic Films,12/11/2013,"Streep,Margaret",It's A Wonderful Life,Drama,South,24,6.86,164.64
2045,137150,Classic Films,12/12/2013,"Sagan,Jessica",It's A Wonderful Life,Drama,Middle,18,9.1,163.8
1019,136795,Box Office Supplies,12/13/2013,"Spears,Julie",It's A Wonderful Life,Drama,South,23,9.1,209.3
1621,137001,Box Office Supplies,12/14/2013,"Diamond,Elizabeth",It's A Wonderful Life,Drama,Middle,10,8.96,89.6
192,136506,Box Office Supplies,12/15/2013,"Carrey,Julia",It's A Wonderful Life,Drama,North,9,6.44,57.96
1905,137096,Soft Focus Video Rental,12/16/2013,"Davis,Charles",It's A Wonderful Life,Drama,Middle,5,7.42,37.1
1561,136982,Soft Focus Video Rental,12/17/2013,"Putin,Julia",It's A Wonderful Life,Drama,North,23,7,161
929,136762,Soft Focus Video Rental,12/18/2013,"Simpson,Howard",It's A Wonderful Life,Drama,North,12,7.28,87.36
1185,136854,Video Flicks International,12/19/2013,"Richards,Andy",It's A Wonderful Life,Drama,South,4,7.14,28.56
1658,137015,Video Flicks International,12/20/2013,"Streep,Margaret",It's A Wonderful Life,Drama,South,19,8.12,154.28
1688,137025,Video Flicks International,12/21/2013,"Anderson,Jane",It's A Wonderful Life,Drama,South,25,7.42,185.5
2139,137179,Video Flicks International,12/22/2013,"Sagan,Jessica",It's A Wonderful Life,Drama,Middle,14,7,98
1599,136994,Video Flicks International,12/23/2013,"Davis,Charles",It's A Wonderful Life,Drama,Middle,5,6.86,34.3
1798,137061,Video Flicks International,12/24/2013,"Silverstone,Gloria",It's A Wonderful Life,Drama,Middle,13,7.28,94.64
1954,137115,Video Flicks International,12/25/2013,"Simpson,Howard",It's A Wonderful Life,Drama,North,9,8.82,79.38
540,136621,Video Flicks International,12/26/2013,"Armstrong,Dan",It's A Wonderful Life,Drama,North,7,6.3,44.1
1827,137074,Video Flicks International,12/27/2013,"Hicks,Michael",It's A Wonderful Life,Drama,North,3,7.7,23.1
1836,137077,Cinefocus DVD,12/28/2013,"Silverstone,Gloria",It's A Wonderful Life,Drama,Middle,21,6.58,138.18
157,136494,Cinefocus DVD,12/29/2013,"Simpson,Howard",It's A Wonderful Life,Drama,North,22,6.44,141.68
620,136647,AV Supplies,12/30/2013,"Anderson,Jane",It's A Wonderful Life,Drama,South,18,8.12,146.16
531,136618,AV Supplies,12/31/2013,"Manning,Marilyn",It's A Wonderful Life,Drama,Middle,2,8.68,17.36
755,136694,Magic Lantern Classic Film Rental,1/1/2014,"Bradshaw,John",It's A Wonderful Life,Drama,South,10,8.54,85.4
1092,136822,Magic Lantern Classic Film Rental,1/2/2014,"Streep,Margaret",It's A Wonderful Life,Drama,South,25,7,175
1831,137076,Magic Lantern Classic Film Rental,1/3/2014,"West,Chuck",It's A Wonderful Life,Drama,Middle,22,6.86,150.92
405,136577,Magic Lantern Classic Film Rental,1/4/2014,"Simpson,Howard",It's A Wonderful Life,Drama,North,12,8.82,105.84
1347,136911,Magic Lantern Classic Film Rental,1/5/2014,"Armstrong,Dan",It's A Wonderful Life,Drama,North,8,7.42,59.36
702,136678,Cheapo Cheap DVD's Ltd,1/6/2014,"Anderson,Jane",It's A Wonderful Life,Drama,South,13,7.14,92.82
1786,137058,Addison-Freelander Screen Agency,1/7/2014,"Bradshaw,John",It's A Wonderful Life,Drama,South,10,8.12,81.2
169,136498,Addison-Freelander Screen Agency,1/8/2014,"Davis,Charles",It's A Wonderful Life,Drama,Middle,2,6.44,12.88
1731,137039,Addison-Freelander Screen Agency,1/9/2014,"Armstrong,Dan",It's A Wonderful Life,Drama,North,23,7.42,170.66
842,136726,Silver Screen Video,1/10/2014,"Bell,Stephen",The Manchurian Candidate,Drama,South,19,9.09,172.78
476,136601,Silver Screen Video,1/11/2014,"Carrey,Julia",The Manchurian Candidate,Drama,North,5,8.11,40.57
632,136651,Classic Films,1/12/2014,"Armstrong,Dan",The Manchurian Candidate,Drama,North,16,7.14,114.16
1297,136893,Classic Films,1/13/2014,"Armstrong,Dan",The Manchurian Candidate,Drama,North,23,7.97,183.41
1387,136925,Box Office Supplies,1/14/2014,"Bradshaw,John",The Manchurian Candidate,Drama,South,18,7.28,130.95
107,136476,Box Office Supplies,1/15/2014,"Anderson,Jane",The Manchurian Candidate,Drama,South,21,8.39,176.27
145,136490,Box Office Supplies,1/16/2014,"Sagan,Jessica",The Manchurian Candidate,Drama,Middle,3,9.09,27.28
1251,136878,Box Office Supplies,1/17/2014,"Simpson,Howard",The Manchurian Candidate,Drama,North,9,9.09,81.84
984,136782,Soft Focus Video Rental,1/18/2014,"Putin,Julia",The Manchurian Candidate,Drama,North,19,8.39,159.49
1153,136842,Soft Focus Video Rental,1/19/2014,"Putin,Julia",The Manchurian Candidate,Drama,North,1,7.83,7.83
718,136683,Lights-Camera-Action Ltd,1/20/2014,"Spears,Julie",The Manchurian Candidate,Drama,South,1,7.27,7.27
2143,137181,Lights-Camera-Action Ltd,1/21/2014,"Goodman,Paul",The Manchurian Candidate,Drama,North,14,8.67,121.43
1417,136935,Creative Films,1/22/2014,"Spears,Julie",The Manchurian Candidate,Drama,South,21,6.3,132.21
1381,136923,Creative Films,1/23/2014,"Ashe,Lucille",The Manchurian Candidate,Drama,Middle,10,6.86,68.55
1642,137010,Creative Films,1/24/2014,"Manning,Marilyn",The Manchurian Candidate,Drama,Middle,18,7.55,135.98
1410,136933,Creative Films,1/25/2014,"Armstrong,Dan",The Manchurian Candidate,Drama,North,12,6.86,82.26
2004,137131,Creative Films,1/26/2014,"Armstrong,Dan",The Manchurian Candidate,Drama,North,4,6.3,25.18
238,136520,Video Flicks International,1/27/2014,"Sagan,Jessica",The Manchurian Candidate,Drama,Middle,21,8.39,176.27
1338,136908,Video Flicks International,1/28/2014,"Putin,Julia",The Manchurian Candidate,Drama,North,9,9.09,81.84
743,136691,Cinefocus DVD,1/29/2014,"Richards,Andy",The Manchurian Candidate,Drama,South,23,8.95,205.93
257,136526,Cinefocus DVD,1/30/2014,"Sagan,Jessica",The Manchurian Candidate,Drama,Middle,3,6.86,20.57
2149,137184,Cinefocus DVD,1/31/2014,"Davis,Charles",The Manchurian Candidate,Drama,Middle,15,8.53,128.01
814,136714,Cinefocus DVD,2/1/2014,"Jennings,John",The Manchurian Candidate,Drama,North,5,8.25,41.27
1533,136973,Cinefocus DVD,2/2/2014,"Hawking,Alfred",The Manchurian Candidate,Drama,North,1,6.44,6.44
825,136716,Cinefocus DVD,2/3/2014,"Goodman,Paul",The Manchurian Candidate,Drama,North,19,7.83,148.85
595,136639,AV Supplies,2/4/2014,"Lee,Frank",The Manchurian Candidate,Drama,South,13,8.25,107.3
1212,136862,AV Supplies,2/5/2014,"Streep,Margaret",The Manchurian Candidate,Drama,South,1,8.11,8.11
1793,137060,Magic Lantern Classic Film Rental,2/6/2014,"Bell,Stephen",The Manchurian Candidate,Drama,South,15,7.41,111.22
668,136666,Magic Lantern Classic Film Rental,2/7/2014,"Anderson,Jane",The Manchurian Candidate,Drama,South,21,7.55,158.65
734,136689,Magic Lantern Classic Film Rental,2/8/2014,"Diamond,Elizabeth",The Manchurian Candidate,Drama,Middle,25,8.95,223.84
1333,136906,Cheapo Cheap DVD's Ltd,2/9/2014,"Richards,Andy",The Manchurian Candidate,Drama,South,4,8.26,33.02
1550,136980,Cheapo Cheap DVD's Ltd,2/10/2014,"Newhart,Anna",The Manchurian Candidate,Drama,Middle,18,8.95,161.16
1708,137033,Cheapo Cheap DVD's Ltd,2/11/2014,"Newhart,Anna",The Manchurian Candidate,Drama,Middle,21,8.95,188.03
1587,136991,Addison-Freelander Screen Agency,2/12/2014,"Streep,Margaret",The Manchurian Candidate,Drama,South,19,8.95,170.12
1531,136972,Addison-Freelander Screen Agency,2/13/2014,"Hawking,Alfred",The Manchurian Candidate,Drama,North,12,6.3,75.55
1076,136816,Addison-Freelander Screen Agency,2/14/2014,"Hicks,Michael",The Manchurian Candidate,Drama,North,12,8.53,102.41
1542,136976,Silver Screen Video,2/15/2014,"Bell,Stephen",Barry Lyndon,Drama,South,18,7.19,129.51
608,136643,Silver Screen Video,2/16/2014,"Streep,Margaret",Barry Lyndon,Drama,South,22,9.74,214.36
785,136705,Silver Screen Video,2/17/2014,"Streep,Margaret",Barry Lyndon,Drama,South,23,9.14,210.31
55,136456,Silver Screen Video,2/18/2014,"West,Chuck",Barry Lyndon,Drama,Middle,11,9.74,107.18
601,136641,Silver Screen Video,2/19/2014,"Sagan,Jessica",Barry Lyndon,Drama,Middle,14,8.09,113.32
464,136596,Classic Films,2/20/2014,"Simpson,Howard",Barry Lyndon,Drama,North,22,8.24,181.38
1810,137067,Classic Films,2/21/2014,"Jennings,John",Barry Lyndon,Drama,North,13,8.09,105.23
1027,136796,Box Office Supplies,2/22/2014,"Simpson,Meryl",Barry Lyndon,Drama,South,4,7.5,29.98
1759,137049,Box Office Supplies,2/23/2014,"Diamond,Elizabeth",Barry Lyndon,Drama,Middle,20,6.9,137.91
50,136454,Box Office Supplies,2/24/2014,"Goodman,Paul",Barry Lyndon,Drama,North,24,9.14,219.45
31,136447,Soft Focus Video Rental,2/25/2014,"Spears,Julie",Barry Lyndon,Drama,South,17,7.35,124.87
1305,136897,Soft Focus Video Rental,2/26/2014,"Spears,Julie",Barry Lyndon,Drama,South,7,7.05,49.32
1909,137097,Soft Focus Video Rental,2/27/2014,"Manning,Marilyn",Barry Lyndon,Drama,Middle,7,8.84,61.91
1662,137016,Soft Focus Video Rental,2/28/2014,"Davis,Charles",Barry Lyndon,Drama,Middle,25,6.9,172.38
1362,136915,Lights-Camera-Action Ltd,3/1/2014,"Simpson,Meryl",Barry Lyndon,Drama,South,11,8.24,90.69
336,136555,Lights-Camera-Action Ltd,3/2/2014,"Putin,Julia",Barry Lyndon,Drama,North,24,9.29,223.05
27,136446,Lights-Camera-Action Ltd,3/3/2014,"Jennings,John",Barry Lyndon,Drama,North,25,8.09,202.36
590,136637,Lights-Camera-Action Ltd,3/4/2014,"Jennings,John",Barry Lyndon,Drama,North,16,8.24,131.91
1135,136833,Creative Films,3/5/2014,"Ashe,Lucille",Barry Lyndon,Drama,Middle,11,7.79,85.74
1600,136995,Creative Films,3/6/2014,"West,Chuck",Barry Lyndon,Drama,Middle,2,8.7,17.39
435,136586,Creative Films,3/7/2014,"Sagan,Jessica",Barry Lyndon,Drama,Middle,8,9.29,74.35
1286,136888,Video Flicks International,3/8/2014,"Streep,Margaret",Barry Lyndon,Drama,South,25,8.39,209.86
1653,137015,Video Flicks International,3/9/2014,"Streep,Margaret",Barry Lyndon,Drama,South,10,9.59,95.94
1467,136953,Video Flicks International,3/10/2014,"Newhart,Anna",Barry Lyndon,Drama,Middle,19,9.59,182.28
1796,137061,Video Flicks International,3/11/2014,"Silverstone,Gloria",Barry Lyndon,Drama,Middle,1,7.5,7.5
1910,137098,Video Flicks International,3/12/2014,"Hawking,Alfred",Barry Lyndon,Drama,North,25,6.75,168.64
692,136675,Video Flicks International,3/13/2014,"Armstrong,Dan",Barry Lyndon,Drama,North,11,9.74,107.18
1280,136886,Cinefocus DVD,3/14/2014,"Lee,Frank",Barry Lyndon,Drama,South,1,9.59,9.59
414,136579,Cinefocus DVD,3/15/2014,"Streep,Margaret",Barry Lyndon,Drama,South,5,7.79,38.97
1982,137123,Cinefocus DVD,3/16/2014,"West,Chuck",Barry Lyndon,Drama,Middle,21,8.54,179.43
1719,137036,Cinefocus DVD,3/17/2014,"Sagan,Jessica",Barry Lyndon,Drama,Middle,18,9.59,172.68
701,136677,Cinefocus DVD,3/18/2014,"Armstrong,Dan",Barry Lyndon,Drama,North,15,6.75,101.18
321,136550,AV Supplies,3/19/2014,"Spears,Julie",Barry Lyndon,Drama,South,20,6.9,137.91
1246,136877,Magic Lantern Classic Film Rental,3/20/2014,"Bradshaw,John",Barry Lyndon,Drama,South,22,9.44,207.76
1503,136966,Magic Lantern Classic Film Rental,3/21/2014,"Spears,Julie",Barry Lyndon,Drama,South,21,9.44,198.32
1867,137088,Magic Lantern Classic Film Rental,3/22/2014,"Spears,Julie",Barry Lyndon,Drama,South,25,9.29,232.35
918,136757,Magic Lantern Classic Film Rental,3/23/2014,"West,Chuck",Barry Lyndon,Drama,Middle,9,7.5,67.46
